  cell  ,E,W,N,S
"(65, 329)",1,1,0,1
"(66, 329)",0,1,1,0
"(67, 329)",1,0,0,1
"(68, 329)",0,0,1,1
"(69, 329)",0,1,1,0
"(70, 329)",1,1,0,0
"(71, 329)",1,0,0,1
"(72, 329)",1,0,1,0
"(73, 329)",0,1,0,1
"(74, 329)",0,0,1,1
"(75, 329)",1,1,1,0
"(76, 329)",1,0,0,1
"(77, 329)",0,1,1,0
"(78, 329)",1,0,0,1
"(79, 329)",0,1,1,1
"(80, 329)",1,0,1,0
"(81, 329)",1,1,0,0
"(82, 329)",0,1,0,1
"(83, 329)",0,1,1,0
"(84, 329)",1,0,0,1
"(85, 329)",0,1,1,0
"(86, 329)",1,0,0,1
"(87, 329)",0,1,1,0
"(88, 329)",1,0,0,1
"(89, 329)",0,1,1,0
"(90, 329)",1,0,0,1
"(91, 329)",0,0,1,0
"(92, 329)",0,1,0,1
"(93, 329)",0,1,1,0
"(94, 329)",1,1,0,0
"(95, 329)",1,1,0,0
"(96, 329)",1,0,0,1
"(97, 329)",1,0,1,0
"(98, 329)",1,0,0,1
"(99, 329)",0,0,1,0
"(100, 329)",1,0,0,1
"(101, 329)",0,0,1,1
"(102, 329)",1,0,1,0
"(103, 329)",0,1,0,1
"(104, 329)",0,0,1,1
"(105, 329)",0,1,1,0
"(106, 329)",1,0,0,1
"(107, 329)",0,1,1,0
"(108, 329)",1,0,0,1
"(109, 329)",0,1,1,0
"(110, 329)",0,1,0,1
"(111, 329)",0,1,1,1
"(112, 329)",0,0,1,1
"(113, 329)",0,0,1,1
"(114, 329)",0,0,1,1
"(115, 329)",1,0,1,0
"(116, 329)",0,1,0,1
"(117, 329)",0,0,1,1
"(118, 329)",0,1,1,0
"(119, 329)",0,1,0,1
"(120, 329)",0,1,1,0
"(121, 329)",1,1,0,1
"(122, 329)",1,0,1,0
"(123, 329)",1,1,0,0
"(124, 329)",1,1,0,0
"(125, 329)",1,0,0,1
"(126, 329)",0,1,1,0
"(127, 329)",0,0,0,1
"(128, 329)",0,1,1,0
"(129, 329)",1,0,0,1
"(130, 329)",1,0,1,0
"(131, 329)",1,0,0,1
"(132, 329)",1,0,1,0
"(133, 329)",1,1,0,0
"(134, 329)",1,1,0,1
"(135, 329)",0,0,1,0
"(136, 329)",1,1,0,0
"(137, 329)",1,0,0,1
"(138, 329)",0,0,1,1
"(139, 329)",0,1,1,0
"(140, 329)",1,1,0,0
"(141, 329)",1,1,0,0
"(142, 329)",1,1,0,0
"(143, 329)",0,0,0,1
"(144, 329)",1,0,1,0
"(145, 329)",1,0,0,1
"(146, 329)",0,1,1,0
"(147, 329)",1,1,0,0
"(148, 329)",1,0,0,1
"(149, 329)",1,0,1,0
"(150, 329)",1,1,0,1
"(151, 329)",0,1,1,0
"(152, 329)",0,1,0,1
"(153, 329)",0,0,1,1
"(154, 329)",1,0,1,0
"(155, 329)",1,1,0,0
"(156, 329)",1,1,0,0
"(157, 329)",1,1,0,1
"(158, 329)",0,1,1,0
"(159, 329)",1,0,0,1
"(160, 329)",1,0,1,0
"(161, 329)",0,1,0,1
"(162, 329)",0,0,1,1
"(163, 329)",0,0,1,1
"(164, 329)",1,0,1,1
"(165, 329)",0,1,1,0
"(166, 329)",1,1,0,0
"(167, 329)",0,1,0,1
"(168, 329)",1,0,1,0
"(169, 329)",1,0,0,1
"(170, 329)",0,0,1,1
"(171, 329)",0,1,1,0
"(172, 329)",1,0,0,0
"(173, 329)",1,1,0,0
"(174, 329)",0,1,0,1
"(175, 329)",0,0,1,1
"(176, 329)",0,1,1,1
"(177, 329)",0,1,1,0
"(178, 329)",1,1,0,0
"(179, 329)",1,0,0,1
"(180, 329)",0,0,1,1
"(181, 329)",0,1,1,0
"(182, 329)",1,1,0,0
"(183, 329)",1,0,0,1
"(184, 329)",1,0,1,0
"(185, 329)",1,0,0,1
"(186, 329)",0,0,1,1
"(187, 329)",0,1,1,0
"(188, 329)",1,1,0,0
"(189, 329)",1,0,0,1
"(190, 329)",0,0,1,1
"(191, 329)",0,0,1,1
"(192, 329)",1,0,1,0
"(193, 329)",1,1,0,0
"(194, 329)",1,0,0,1
"(195, 329)",0,1,1,0
"(196, 329)",0,1,0,0
"(197, 329)",1,1,0,0
"(198, 329)",1,0,0,1
"(199, 329)",0,0,1,1
"(200, 329)",0,1,1,0
"(201, 329)",1,0,0,1
"(202, 329)",0,0,1,0
"(203, 329)",1,1,0,0
"(204, 329)",1,1,0,0
"(205, 329)",1,1,0,0
"(206, 329)",0,1,0,1
"(207, 329)",0,1,1,0
"(208, 329)",1,0,0,1
"(209, 329)",1,0,1,0
"(210, 329)",0,1,0,0
"(211, 329)",1,1,0,0
"(212, 329)",0,1,0,1
"(213, 329)",1,0,1,0
"(214, 329)",1,0,0,1
"(215, 329)",0,0,1,1
"(216, 329)",1,0,1,0
"(217, 329)",1,1,0,0
"(218, 329)",1,1,0,0
"(219, 329)",0,1,0,1
"(220, 329)",1,0,1,0
"(221, 329)",1,1,0,0
"(222, 329)",1,0,0,1
"(223, 329)",1,0,1,1
"(224, 329)",0,0,1,0
"(225, 329)",1,1,0,1
"(226, 329)",0,1,1,0
"(227, 329)",0,0,0,1
"(228, 329)",1,1,1,0
"(229, 329)",1,1,0,0
"(230, 329)",1,1,0,0
"(231, 329)",1,0,0,1
"(232, 329)",0,0,1,1
"(233, 329)",1,0,1,0
"(234, 329)",1,1,0,0
"(235, 329)",1,0,0,1
"(236, 329)",0,1,1,0
"(237, 329)",1,1,0,0
"(238, 329)",0,1,0,1
"(239, 329)",1,0,1,0
"(240, 329)",1,0,0,0
"(241, 329)",1,1,0,0
"(242, 329)",1,1,0,0
"(243, 329)",1,0,0,1
"(244, 329)",0,0,1,1
"(245, 329)",1,0,1,0
"(246, 329)",1,0,0,1
"(247, 329)",0,0,1,1
"(248, 329)",1,0,1,1
"(249, 329)",0,0,1,1
"(250, 329)",0,0,1,0
"(251, 329)",0,1,0,1
"(252, 329)",0,0,1,1
"(253, 329)",0,1,1,0
"(254, 329)",0,0,0,1
"(255, 329)",1,0,1,1
"(256, 329)",1,0,1,0
"(257, 329)",1,1,0,0
"(258, 329)",0,1,0,0
"(259, 329)",1,0,0,1
"(260, 329)",0,0,1,1
"(261, 329)",0,1,1,0
"(262, 329)",0,1,0,1
"(263, 329)",0,0,1,1
"(264, 329)",1,0,1,0
"(265, 329)",0,1,0,1
"(266, 329)",1,0,1,0
"(267, 329)",0,1,0,1
"(268, 329)",0,1,1,0
"(269, 329)",1,0,0,1
"(270, 329)",1,0,1,0
"(271, 329)",0,1,0,0
"(272, 329)",0,1,0,1
"(273, 329)",1,0,1,0
"(274, 329)",1,1,0,0
"(275, 329)",0,1,0,1
"(276, 329)",0,1,1,0
"(277, 329)",0,1,0,1
"(278, 329)",0,0,1,0
"(279, 329)",1,1,0,0
"(280, 329)",1,1,0,0
"(281, 329)",0,1,0,1
"(282, 329)",1,0,1,0
"(283, 329)",1,0,0,1
"(284, 329)",1,1,1,0
"(285, 329)",1,0,0,1
"(286, 329)",0,0,1,1
"(287, 329)",0,0,1,1
"(288, 329)",0,0,1,1
"(289, 329)",0,0,1,1
"(290, 329)",0,0,1,1
"(291, 329)",0,1,1,0
"(292, 329)",0,1,0,1
"(293, 329)",0,0,1,1
"(294, 329)",0,1,1,0
"(295, 329)",1,0,0,0
"(296, 329)",0,1,0,1
"(297, 329)",0,1,1,1
"(298, 329)",0,1,1,0
"(299, 329)",0,0,0,1
"(300, 329)",0,0,1,1
"(301, 329)",0,1,1,1
"(302, 329)",0,1,1,0
"(303, 329)",1,0,0,1
"(304, 329)",1,1,1,0
"(305, 329)",1,1,0,0
"(306, 329)",1,0,0,0
"(307, 329)",0,1,0,1
"(308, 329)",0,0,1,1
"(309, 329)",0,1,1,0
"(310, 329)",1,0,0,0
"(311, 329)",1,1,0,0
"(312, 329)",1,1,0,0
"(313, 329)",1,0,0,1
"(314, 329)",1,0,1,0
"(315, 329)",0,0,0,1
"(316, 329)",1,0,1,1
"(317, 329)",1,0,1,1
"(318, 329)",0,0,1,1
"(319, 329)",1,0,1,0
"(320, 329)",1,1,0,0
"(321, 329)",1,1,0,1
"(322, 329)",1,0,1,0
"(323, 329)",1,1,0,0
"(324, 329)",0,1,0,1
"(325, 329)",0,0,1,1
"(326, 329)",1,1,1,0
"(327, 329)",0,1,0,1
"(328, 329)",0,0,1,1
"(329, 329)",0,0,1,1
"(330, 329)",1,0,1,0
"(331, 329)",1,1,0,1
"(332, 329)",0,1,1,0
"(333, 329)",0,0,0,1
"(334, 329)",0,1,1,1
"(335, 329)",0,1,1,1
"(336, 329)",0,0,1,0
"(337, 329)",0,1,0,1
"(338, 329)",1,0,1,0
"(339, 329)",0,0,0,1
"(340, 329)",0,1,1,1
"(341, 329)",0,0,1,1
"(342, 329)",1,1,1,0
"(343, 329)",1,1,0,0
"(344, 329)",0,0,0,1
"(345, 329)",1,0,1,0
"(346, 329)",0,1,0,1
"(347, 329)",0,0,1,1
"(348, 329)",0,0,1,1
"(349, 329)",0,0,1,1
"(350, 329)",1,0,1,0
"(351, 329)",0,1,0,1
"(352, 329)",1,0,1,0
"(353, 329)",0,1,0,1
"(354, 329)",1,0,1,1
"(355, 329)",0,0,1,1
"(356, 329)",1,0,1,0
"(357, 329)",1,0,0,1
"(358, 329)",0,1,1,0
"(359, 329)",1,1,0,0
"(360, 329)",0,1,0,1
"(361, 329)",0,1,1,0
"(362, 329)",1,1,0,0
"(363, 329)",1,1,0,0
"(364, 329)",1,0,0,1
"(365, 329)",0,0,1,1
"(366, 329)",0,1,1,0
"(367, 329)",1,1,0,1
"(368, 329)",0,1,1,0
"(369, 329)",0,1,0,1
"(370, 329)",1,0,1,0
"(371, 329)",1,0,0,1
"(372, 329)",0,0,1,1
"(373, 329)",0,1,1,1
"(374, 329)",0,1,1,0
"(375, 329)",1,1,0,0
"(376, 329)",0,1,0,1
"(377, 329)",1,0,1,1
"(378, 329)",0,0,1,0
"(379, 329)",1,1,0,0
"(380, 329)",1,1,0,0
"(381, 329)",0,1,0,0
"(382, 329)",0,1,0,1
"(383, 329)",1,0,1,0
"(384, 329)",1,1,0,0
"(385, 329)",1,1,0,0
"(386, 329)",0,1,0,0
"(387, 329)",1,1,0,0
"(388, 329)",0,1,0,1
"(389, 329)",1,0,1,0
"(390, 329)",1,0,0,1
"(391, 329)",0,0,1,1
"(392, 329)",0,1,1,0
"(393, 329)",1,0,0,1
"(394, 329)",0,0,1,1
"(395, 329)",1,0,1,0
"(396, 329)",0,1,0,1
"(397, 329)",0,1,1,0
"(398, 329)",1,0,0,1
"(399, 329)",0,0,1,1
"(400, 329)",1,1,1,0
"(1, 330)",1,0,0,1
"(2, 330)",0,0,1,1
"(3, 330)",0,1,1,0
"(4, 330)",1,1,0,0
"(5, 330)",0,1,0,1
"(6, 330)",1,0,1,0
"(7, 330)",1,1,0,0
"(8, 330)",1,0,0,0
"(9, 330)",1,1,0,0
"(10, 330)",1,0,0,1
"(11, 330)",0,1,1,0
"(12, 330)",1,0,0,1
"(13, 330)",1,0,1,0
"(14, 330)",1,1,0,0
"(15, 330)",1,0,0,1
"(16, 330)",0,0,1,1
"(17, 330)",0,0,1,1
"(18, 330)",0,1,1,1
"(19, 330)",0,0,1,1
"(20, 330)",0,1,1,0
"(21, 330)",0,1,0,0
"(22, 330)",1,0,0,1
"(23, 330)",0,0,1,1
"(24, 330)",1,1,1,0
"(25, 330)",1,0,0,1
"(26, 330)",0,0,1,1
"(27, 330)",0,0,1,1
"(28, 330)",0,0,1,1
"(29, 330)",0,1,1,0
"(30, 330)",1,1,0,1
"(31, 330)",1,0,1,0
"(32, 330)",0,1,0,1
"(33, 330)",0,1,1,0
"(34, 330)",1,0,0,1
"(35, 330)",1,0,1,0
"(36, 330)",1,1,0,0
"(37, 330)",1,1,0,0
"(38, 330)",0,1,0,1
"(39, 330)",0,1,1,1
"(40, 330)",0,0,1,1
"(41, 330)",0,1,1,0
"(42, 330)",1,0,0,1
"(43, 330)",0,1,1,0
"(44, 330)",1,1,0,0
"(45, 330)",1,0,0,1
"(46, 330)",1,0,1,0
"(47, 330)",0,1,0,1
"(48, 330)",1,1,1,0
"(49, 330)",1,1,0,0
"(50, 330)",1,0,0,0
"(51, 330)",1,0,0,1
"(52, 330)",0,1,1,0
"(53, 330)",1,1,0,0
"(54, 330)",1,1,0,0
"(55, 330)",0,0,0,1
"(56, 330)",1,1,1,0
"(57, 330)",0,1,0,1
"(58, 330)",1,0,1,0
"(59, 330)",1,0,0,1
"(60, 330)",0,1,1,0
"(61, 330)",0,1,0,0
"(62, 330)",0,1,0,1
"(63, 330)",0,0,1,1
"(64, 330)",1,0,1,0
"(65, 330)",1,1,0,0
"(66, 330)",1,0,0,0
"(67, 330)",1,1,0,1
"(68, 330)",1,0,1,0
"(69, 330)",0,0,0,1
"(70, 330)",1,1,1,0
"(71, 330)",1,1,0,0
"(72, 330)",0,1,0,1
"(73, 330)",0,0,1,1
"(74, 330)",1,0,1,0
"(75, 330)",0,1,0,0
"(76, 330)",1,1,0,0
"(77, 330)",0,0,0,1
"(78, 330)",0,1,1,0
"(79, 330)",1,0,0,1
"(80, 330)",0,1,1,0
"(81, 330)",0,1,0,1
"(82, 330)",1,0,1,0
"(83, 330)",1,0,0,1
"(84, 330)",0,1,1,1
"(85, 330)",1,0,1,0
"(86, 330)",0,1,0,1
"(87, 330)",1,0,1,0
"(88, 330)",1,1,0,1
"(89, 330)",1,0,1,0
"(90, 330)",1,1,0,1
"(91, 330)",0,0,1,1
"(92, 330)",0,0,1,1
"(93, 330)",1,0,1,0
"(94, 330)",1,1,0,1
"(95, 330)",0,1,1,0
"(96, 330)",1,1,0,0
"(97, 330)",0,1,0,1
"(98, 330)",1,1,1,0
"(99, 330)",1,0,0,1
"(100, 330)",0,1,1,0
"(101, 330)",1,0,0,0
"(102, 330)",0,1,0,1
"(103, 330)",1,0,1,0
"(104, 330)",1,0,0,1
"(105, 330)",1,0,1,0
"(106, 330)",0,1,0,1
"(107, 330)",1,0,1,0
"(108, 330)",0,1,0,1
"(109, 330)",0,0,1,1
"(110, 330)",1,0,1,0
"(111, 330)",1,0,0,1
"(112, 330)",0,0,1,1
"(113, 330)",0,0,1,1
"(114, 330)",1,0,1,0
"(115, 330)",0,1,0,1
"(116, 330)",0,0,1,1
"(117, 330)",1,0,1,0
"(118, 330)",1,0,0,1
"(119, 330)",0,0,1,1
"(120, 330)",0,0,1,1
"(121, 330)",0,1,1,0
"(122, 330)",1,1,0,0
"(123, 330)",1,1,0,0
"(124, 330)",1,1,0,0
"(125, 330)",0,1,0,1
"(126, 330)",0,0,1,1
"(127, 330)",0,0,1,1
"(128, 330)",0,0,1,1
"(129, 330)",0,1,1,0
"(130, 330)",1,1,0,0
"(131, 330)",1,1,0,0
"(132, 330)",0,1,0,1
"(133, 330)",0,1,1,0
"(134, 330)",0,1,0,0
"(135, 330)",1,0,0,1
"(136, 330)",0,1,1,0
"(137, 330)",0,1,0,1
"(138, 330)",0,0,1,1
"(139, 330)",0,0,1,0
"(140, 330)",1,1,0,0
"(141, 330)",1,1,0,0
"(142, 330)",0,1,0,1
"(143, 330)",1,0,1,0
"(144, 330)",1,1,0,1
"(145, 330)",0,1,1,1
"(146, 330)",0,0,1,0
"(147, 330)",0,1,0,1
"(148, 330)",0,1,1,0
"(149, 330)",0,1,0,1
"(150, 330)",0,1,1,0
"(151, 330)",1,0,0,1
"(152, 330)",1,0,1,0
"(153, 330)",1,0,0,1
"(154, 330)",0,1,1,0
"(155, 330)",1,1,0,0
"(156, 330)",1,1,0,0
"(157, 330)",0,1,0,0
"(158, 330)",1,0,0,1
"(159, 330)",0,1,1,0
"(160, 330)",0,1,0,1
"(161, 330)",0,0,1,1
"(162, 330)",0,0,1,1
"(163, 330)",1,0,1,0
"(164, 330)",0,1,0,1
"(165, 330)",0,0,1,1
"(166, 330)",0,1,1,1
"(167, 330)",0,0,1,0
"(168, 330)",0,1,0,1
"(169, 330)",0,1,1,0
"(170, 330)",1,0,0,1
"(171, 330)",0,0,1,1
"(172, 330)",1,1,1,0
"(173, 330)",0,1,0,1
"(174, 330)",0,0,1,1
"(175, 330)",0,0,1,1
"(176, 330)",1,0,1,0
"(177, 330)",0,0,0,1
"(178, 330)",1,1,1,0
"(179, 330)",0,1,0,1
"(180, 330)",1,0,1,0
"(181, 330)",1,0,0,0
"(182, 330)",1,1,0,0
"(183, 330)",1,1,0,0
"(184, 330)",0,1,0,1
"(185, 330)",1,1,1,0
"(186, 330)",1,0,0,1
"(187, 330)",1,0,1,0
"(188, 330)",1,1,0,0
"(189, 330)",1,1,0,0
"(190, 330)",1,0,0,1
"(191, 330)",0,0,1,1
"(192, 330)",0,1,1,0
"(193, 330)",1,1,0,0
"(194, 330)",1,1,0,0
"(195, 330)",1,0,0,1
"(196, 330)",1,0,1,0
"(197, 330)",1,1,0,0
"(198, 330)",0,1,0,1
"(199, 330)",0,0,1,1
"(200, 330)",1,0,1,0
"(201, 330)",1,1,0,1
"(202, 330)",1,0,1,0
"(203, 330)",1,1,0,0
"(204, 330)",1,1,0,0
"(205, 330)",0,1,0,1
"(206, 330)",1,0,1,1
"(207, 330)",0,0,1,0
"(208, 330)",1,1,0,0
"(209, 330)",0,1,0,1
"(210, 330)",1,0,1,0
"(211, 330)",1,1,0,1
"(212, 330)",1,0,1,0
"(213, 330)",1,1,0,0
"(214, 330)",0,1,0,1
"(215, 330)",0,0,1,0
"(216, 330)",1,1,0,0
"(217, 330)",1,1,0,0
"(218, 330)",0,1,0,1
"(219, 330)",1,0,1,0
"(220, 330)",1,1,0,0
"(221, 330)",0,1,0,1
"(222, 330)",1,1,1,0
"(223, 330)",0,1,0,1
"(224, 330)",1,0,1,0
"(225, 330)",1,1,0,0
"(226, 330)",1,0,0,1
"(227, 330)",1,0,1,1
"(228, 330)",0,1,1,0
"(229, 330)",1,1,0,0
"(230, 330)",1,1,0,0
"(231, 330)",1,1,0,0
"(232, 330)",1,0,0,0
"(233, 330)",0,1,0,1
"(234, 330)",0,1,1,0
"(235, 330)",1,1,0,0
"(236, 330)",0,0,0,1
"(237, 330)",0,1,1,1
"(238, 330)",0,0,1,0
"(239, 330)",0,1,0,1
"(240, 330)",1,1,1,0
"(241, 330)",1,1,0,0
"(242, 330)",1,1,0,0
"(243, 330)",1,1,0,1
"(244, 330)",1,0,1,0
"(245, 330)",0,1,0,0
"(246, 330)",1,1,0,0
"(247, 330)",1,0,0,0
"(248, 330)",0,1,0,1
"(249, 330)",0,0,1,1
"(250, 330)",1,0,1,1
"(251, 330)",0,0,1,1
"(252, 330)",0,0,1,1
"(253, 330)",1,0,1,0
"(254, 330)",1,0,0,1
"(255, 330)",0,1,1,0
"(256, 330)",0,1,0,0
"(257, 330)",0,1,0,1
"(258, 330)",1,0,1,0
"(259, 330)",1,1,0,0
"(260, 330)",1,0,0,0
"(261, 330)",1,0,0,1
"(262, 330)",0,0,1,1
"(263, 330)",0,0,1,1
"(264, 330)",0,1,1,0
"(265, 330)",0,0,0,1
"(266, 330)",0,1,1,1
"(267, 330)",0,0,1,1
"(268, 330)",1,0,1,0
"(269, 330)",1,1,0,0
"(270, 330)",0,1,0,1
"(271, 330)",1,0,1,0
"(272, 330)",1,0,0,1
"(273, 330)",0,1,1,0
"(274, 330)",1,1,0,0
"(275, 330)",0,0,0,1
"(276, 330)",0,0,1,1
"(277, 330)",1,0,1,1
"(278, 330)",0,0,1,1
"(279, 330)",1,1,1,0
"(280, 330)",1,1,0,0
"(281, 330)",1,0,0,0
"(282, 330)",0,1,0,1
"(283, 330)",0,1,1,0
"(284, 330)",1,1,0,0
"(285, 330)",1,1,0,0
"(286, 330)",1,0,0,1
"(287, 330)",1,0,1,0
"(288, 330)",1,0,0,1
"(289, 330)",0,0,1,1
"(290, 330)",0,0,1,1
"(291, 330)",1,0,1,0
"(292, 330)",1,0,0,1
"(293, 330)",0,0,1,1
"(294, 330)",0,0,1,1
"(295, 330)",1,1,1,0
"(296, 330)",1,0,0,1
"(297, 330)",0,0,1,1
"(298, 330)",1,0,1,1
"(299, 330)",0,0,1,1
"(300, 330)",0,0,1,1
"(301, 330)",0,0,1,1
"(302, 330)",0,0,1,1
"(303, 330)",0,1,1,0
"(304, 330)",0,1,0,0
"(305, 330)",0,1,0,1
"(306, 330)",0,1,1,1
"(307, 330)",0,0,1,1
"(308, 330)",1,0,1,0
"(309, 330)",0,0,0,1
"(310, 330)",1,1,1,0
"(311, 330)",0,1,0,1
"(312, 330)",0,1,1,0
"(313, 330)",1,1,0,0
"(314, 330)",0,1,0,1
"(315, 330)",1,0,1,0
"(316, 330)",0,1,0,0
"(317, 330)",0,1,0,1
"(318, 330)",1,0,1,0
"(319, 330)",1,1,0,0
"(320, 330)",0,1,0,1
"(321, 330)",0,1,1,0
"(322, 330)",0,1,0,0
"(323, 330)",1,1,0,0
"(324, 330)",1,0,0,1
"(325, 330)",1,0,1,0
"(326, 330)",1,1,0,0
"(327, 330)",0,0,0,1
"(328, 330)",0,0,1,1
"(329, 330)",1,0,1,0
"(330, 330)",1,1,0,0
"(331, 330)",0,1,0,1
"(332, 330)",1,0,1,1
"(333, 330)",0,0,1,1
"(334, 330)",0,0,1,1
"(335, 330)",0,0,1,1
"(336, 330)",0,0,1,1
"(337, 330)",0,0,1,1
"(338, 330)",0,1,1,0
"(339, 330)",1,0,0,1
"(340, 330)",0,0,1,1
"(341, 330)",1,0,1,0
"(342, 330)",0,1,0,0
"(343, 330)",0,1,0,1
"(344, 330)",0,0,1,1
"(345, 330)",1,1,1,0
"(346, 330)",0,0,0,1
"(347, 330)",0,0,1,1
"(348, 330)",1,0,1,0
"(349, 330)",1,0,0,1
"(350, 330)",0,1,1,0
"(351, 330)",1,0,0,1
"(352, 330)",0,1,1,1
"(353, 330)",0,0,1,0
"(354, 330)",1,1,0,0
"(355, 330)",0,0,0,1
"(356, 330)",0,1,1,0
"(357, 330)",1,1,0,0
"(358, 330)",0,0,0,1
"(359, 330)",0,1,1,0
"(360, 330)",1,0,0,1
"(361, 330)",1,0,1,0
"(362, 330)",1,1,0,0
"(363, 330)",1,1,0,0
"(364, 330)",0,1,0,1
"(365, 330)",0,0,1,1
"(366, 330)",1,0,1,0
"(367, 330)",1,1,0,0
"(368, 330)",1,0,0,1
"(369, 330)",1,0,1,0
"(370, 330)",0,1,0,1
"(371, 330)",0,1,1,1
"(372, 330)",1,0,1,0
"(373, 330)",1,0,0,1
"(374, 330)",1,0,1,0
"(375, 330)",1,1,0,0
"(376, 330)",1,0,0,1
"(377, 330)",0,1,1,0
"(378, 330)",1,0,0,1
"(379, 330)",0,1,1,0
"(380, 330)",1,1,0,1
"(381, 330)",0,0,1,1
"(382, 330)",0,0,1,1
"(383, 330)",0,1,1,1
"(384, 330)",0,1,1,0
"(385, 330)",1,1,0,0
"(386, 330)",1,0,0,1
"(387, 330)",0,1,1,0
"(388, 330)",1,0,0,1
"(389, 330)",0,1,1,0
"(390, 330)",0,1,0,1
"(391, 330)",1,0,1,1
"(392, 330)",0,0,1,0
"(393, 330)",1,1,0,0
"(394, 330)",1,0,0,0
"(395, 330)",0,1,0,1
"(396, 330)",0,0,1,1
"(397, 330)",0,0,1,1
"(398, 330)",0,1,1,0
"(399, 330)",1,0,0,0
"(400, 330)",1,1,0,0
"(1, 331)",1,1,0,0
"(2, 331)",1,0,0,1
"(3, 331)",1,0,1,0
"(4, 331)",1,1,0,0
"(5, 331)",1,0,0,1
"(6, 331)",0,1,1,0
"(7, 331)",0,1,0,1
"(8, 331)",0,1,1,0
"(9, 331)",1,1,0,1
"(10, 331)",0,1,1,0
"(11, 331)",1,0,0,0
"(12, 331)",1,1,0,0
"(13, 331)",1,1,0,0
"(14, 331)",1,1,0,0
"(15, 331)",1,1,0,0
"(16, 331)",1,0,0,0
"(17, 331)",1,0,0,1
"(18, 331)",1,0,1,0
"(19, 331)",1,0,0,1
"(20, 331)",0,0,1,1
"(21, 331)",1,0,1,0
"(22, 331)",0,1,0,1
"(23, 331)",1,0,1,0
"(24, 331)",1,1,0,0
"(25, 331)",1,1,0,0
"(26, 331)",1,0,0,1
"(27, 331)",0,0,1,1
"(28, 331)",1,0,1,0
"(29, 331)",1,0,0,1
"(30, 331)",0,1,1,0
"(31, 331)",0,1,0,1
"(32, 331)",0,0,1,1
"(33, 331)",0,0,1,1
"(34, 331)",1,1,1,0
"(35, 331)",0,1,0,0
"(36, 331)",1,1,0,0
"(37, 331)",1,1,0,0
"(38, 331)",1,0,0,1
"(39, 331)",0,0,1,1
"(40, 331)",0,0,1,1
"(41, 331)",1,0,1,0
"(42, 331)",0,1,0,1
"(43, 331)",0,0,1,1
"(44, 331)",0,1,1,1
"(45, 331)",0,1,1,0
"(46, 331)",0,1,0,1
"(47, 331)",1,0,1,0
"(48, 331)",0,1,0,0
"(49, 331)",1,1,0,0
"(50, 331)",1,1,0,0
"(51, 331)",0,1,0,1
"(52, 331)",1,0,1,0
"(53, 331)",1,1,0,0
"(54, 331)",0,1,0,1
"(55, 331)",1,0,1,0
"(56, 331)",0,1,0,0
"(57, 331)",1,0,0,1
"(58, 331)",0,1,1,0
"(59, 331)",0,1,0,1
"(60, 331)",0,0,1,1
"(61, 331)",0,0,1,1
"(62, 331)",0,0,1,1
"(63, 331)",0,0,1,1
"(64, 331)",0,1,1,0
"(65, 331)",1,1,0,0
"(66, 331)",0,1,0,1
"(67, 331)",0,1,1,0
"(68, 331)",0,1,0,1
"(69, 331)",1,0,1,0
"(70, 331)",1,1,0,0
"(71, 331)",1,1,0,0
"(72, 331)",0,0,0,1
"(73, 331)",1,0,1,0
"(74, 331)",0,1,0,1
"(75, 331)",1,0,1,0
"(76, 331)",0,1,0,1
"(77, 331)",0,0,1,1
"(78, 331)",1,0,1,1
"(79, 331)",0,1,1,0
"(80, 331)",1,0,0,1
"(81, 331)",0,0,1,1
"(82, 331)",0,1,1,0
"(83, 331)",1,1,0,0
"(84, 331)",1,0,0,0
"(85, 331)",0,1,0,1
"(86, 331)",0,0,1,1
"(87, 331)",0,1,1,0
"(88, 331)",0,1,0,0
"(89, 331)",1,1,0,0
"(90, 331)",0,1,0,0
"(91, 331)",1,0,0,1
"(92, 331)",1,0,1,0
"(93, 331)",0,1,0,1
"(94, 331)",0,1,1,1
"(95, 331)",1,0,1,1
"(96, 331)",0,1,1,0
"(97, 331)",0,0,0,1
"(98, 331)",1,1,1,0
"(99, 331)",1,1,0,0
"(100, 331)",0,0,0,1
"(101, 331)",0,1,1,1
"(102, 331)",0,0,1,1
"(103, 331)",0,1,1,1
"(104, 331)",0,1,1,0
"(105, 331)",0,1,0,1
"(106, 331)",1,0,1,0
"(107, 331)",0,1,0,1
"(108, 331)",1,0,1,1
"(109, 331)",0,0,1,1
"(110, 331)",0,1,1,0
"(111, 331)",1,1,0,0
"(112, 331)",1,0,0,0
"(113, 331)",1,0,0,1
"(114, 331)",0,1,1,0
"(115, 331)",1,0,0,1
"(116, 331)",1,0,1,0
"(117, 331)",0,1,0,1
"(118, 331)",1,1,1,0
"(119, 331)",1,0,0,1
"(120, 331)",1,0,1,0
"(121, 331)",0,0,0,1
"(122, 331)",0,1,1,0
"(123, 331)",1,1,0,0
"(124, 331)",0,1,0,1
"(125, 331)",1,0,1,0
"(126, 331)",1,0,0,1
"(127, 331)",0,0,1,0
"(128, 331)",1,0,0,1
"(129, 331)",0,0,1,1
"(130, 331)",1,1,1,0
"(131, 331)",1,1,0,0
"(132, 331)",1,0,0,1
"(133, 331)",0,0,1,1
"(134, 331)",0,0,1,1
"(135, 331)",0,1,1,0
"(136, 331)",1,0,0,1
"(137, 331)",1,0,1,0
"(138, 331)",1,0,0,1
